City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Chincha Alta,PE,2020-09-04 04:58:50,-13.41,-76.13,57.2,87,1,4.7
305,Lingao,CN,2020-09-04 04:58:50,19.91,109.69,88.11,67,75,6.76
306,Liuzhou,CN,2020-09-04 04:58:51,24.31,109.39,93.87,48,70,4.25
307,Las Vegas,US,2020-09-04 04:58:37,36.17,-115.14,98.6,12,1,8.05
308,Kirkwall,GB,2020-09-04 04:58:51,58.98,-2.96,55.4,76,89,18.34
309,Alizai,PK,2020-09-04 04:58:51,33.54,70.35,81.84,51,0,2.93
310,Barra Dos Coqueiros,BR,2020-09-04 04:58:52,-10.91,-37.04,77.0,65,20,9.17
311,Poya,NC,2020-09-04 04:58:52,-21.35,165.15,72.39,55,0,12.53
312,Ilulissat,GL,2020-09-04 04:54:24,69.22,-51.1,35.6,51,68,11.97
313,Nicoya,CR,2020-09-04 04:58:52,10.15,-85.45,74.98,88,98,0.49
314,Puerto Leguizamo,CO,2020-09-04 04:58:53,-0.19,-74.78,71.47,95,91,1.25
315,San Andres,CO,2020-09-04 04:58:53,12.58,-81.7,83.61,69,100,3.71
316,Vardo,NO,2020-09-04 04:58:53,70.37,31.11,51.8,81,22,2.24
317,Vila Velha,BR,2020-09-04 04:58:53,-20.33,-40.29,68.0,88,0,4.7
318,Sfantu Gheorghe,RO,2020-09-04 04:54:38,45.87,25.78,55.99,90,99,7.81
319,Ulaangom,MN,2020-09-04 04:58:54,49.98,92.07,69.55,38,100,9.48
320,Kenai,US,2020-09-04 04:58:54,60.55,-151.26,51.8,81,90,4.7
321,Olafsvik,IS,2020-09-04 04:58:55,64.89,-23.71,44.02,74,0,24.18
322,Longyearbyen,SJ,2020-09-04 04:58:55,78.22,15.64,42.8,93,75,9.17
323,Contamana,PE,2020-09-04 04:58:55,-7.33,-75.02,72.66,82,53,0.94
324,Beira,MZ,2020-09-04 04:58:55,-19.84,34.84,66.2,88,40,6.93
325,Nemuro,JP,2020-09-04 04:58:56,43.32,145.57,73.4,88,75,8.05
326,Kindia,GN,2020-09-04 04:58:56,10.06,-12.87,67.71,99,99,1.43
327,Sept-Iles,CA,2020-09-04 04:58:56,50.2,-66.38,53.01,93,75,6.93
328,Talnakh,RU,2020-09-04 04:56:41,69.49,88.4,42.8,81,20,33.55
329,Sosnogorsk,RU,2020-09-04 04:58:57,63.6,53.88,54.73,70,35,4.09
330,Diyarb Najm,EG,2020-09-04 04:58:57,30.75,31.44,78.8,88,40,10.29
331,Dakar,SN,2020-09-04 04:54:29,14.69,-17.44,77.0,94,20,5.82
332,Riyadh,SA,2020-09-04 04:56:35,24.69,46.72,84.2,28,0,3.36
333,Constitucion,CL,2020-09-04 04:58:57,-35.33,-72.42,49.51,80,100,6.91
334,Klyuchi,RU,2020-09-04 04:58:58,52.27,79.17,57.7,44,15,13.65
335,Ibotirama,BR,2020-09-04 04:58:58,-12.19,-43.22,67.95,61,38,5.73
336,Verkh-Chebula,RU,2020-09-04 04:58:58,56.03,87.62,53.49,87,100,9.22
337,Crawfordsville,US,2020-09-04 04:58:58,40.04,-86.87,66.0,72,1,3.36
338,Mokhsogollokh,RU,2020-09-04 04:58:59,61.47,128.92,71.19,42,92,7.23
339,Bathsheba,BB,2020-09-04 04:58:59,13.22,-59.52,77.0,88,20,6.93
340,Chimbote,PE,2020-09-04 04:58:59,-9.09,-78.58,58.62,89,30,4.81
341,Yehualtepec,MX,2020-09-04 04:59:00,18.78,-97.65,57.25,89,20,5.32
342,Makurdi,NG,2020-09-04 04:59:00,7.74,8.51,73.2,97,100,4.45
343,Caraga,PH,2020-09-04 04:59:00,9.0,125.74,81.59,84,92,2.86
344,Peleduy,RU,2020-09-04 04:59:01,59.63,112.74,71.33,44,1,6.96
345,Ucluelet,CA,2020-09-04 04:56:30,48.93,-125.55,62.01,86,0,2.51
346,Coihaique,CL,2020-09-04 04:59:01,-45.58,-72.07,39.2,80,75,6.93
347,Sur,OM,2020-09-04 04:59:01,22.57,59.53,89.91,40,53,4.16
348,Kitob,UZ,2020-09-04 04:59:01,39.08,66.83,87.15,13,0,2.86
349,Boulder,US,2020-09-04 04:54:53,40.08,-105.35,66.2,37,1,5.82
350,Cidreira,BR,2020-09-04 04:55:43,-30.18,-50.21,56.59,87,91,4.9
351,Barsovo,RU,2020-09-04 04:59:02,61.17,73.17,48.2,81,75,11.18
352,Ostrovnoy,RU,2020-09-04 04:59:02,68.05,39.51,54.54,72,6,16.62
353,Talca,CL,2020-09-04 04:59:03,-35.43,-71.67,50.0,81,100,8.05
354,Rawson,AR,2020-09-04 04:59:03,-43.3,-65.1,47.8,52,43,16.91
355,Birnin Kebbi,NG,2020-09-04 04:59:03,12.45,4.2,75.24,87,83,7.34
356,Ginir,ET,2020-09-04 04:59:04,7.13,40.7,61.5,72,44,11.72
357,Nortelandia,BR,2020-09-04 04:59:04,-14.45,-56.8,72.0,35,3,0.51
358,Moa,CU,2020-09-04 04:59:04,20.66,-74.94,80.06,83,73,13.42
359,Cansancao,BR,2020-09-04 04:59:04,-10.67,-39.5,62.42,96,78,5.21
360,Petropavlovsk-Kamchatskiy,RU,2020-09-04 04:59:05,53.05,158.65,60.8,77,58,15.66
361,Zelenoborskiy,RU,2020-09-04 04:59:05,66.84,32.36,53.28,88,45,8.97
362,Naze,JP,2020-09-04 04:59:05,28.37,129.48,86.0,94,75,13.87
363,Maralal,KE,2020-09-04 04:59:05,1.1,36.7,62.31,68,4,0.58
364,Gouyave,GD,2020-09-04 04:59:06,12.16,-61.73,78.8,88,40,7.23
365,Raudeberg,NO,2020-09-04 04:59:06,61.99,5.14,53.01,90,89,26.75
366,Teya,RU,2020-09-04 04:59:06,60.38,92.63,57.74,81,100,9.82
367,Celestun,MX,2020-09-04 04:59:06,20.87,-90.4,80.85,81,42,14.76
368,Namatanai,PG,2020-09-04 04:59:07,-3.67,152.43,83.57,74,100,6.4
369,Jinchang,CN,2020-09-04 04:59:07,38.5,102.17,77.18,18,0,8.16
370,Kabo,CF,2020-09-04 04:59:07,7.7,18.63,69.57,98,92,1.57
371,Vestmanna,FO,2020-09-04 04:59:08,62.16,-7.17,50.0,87,40,20.8
372,Monrovia,LR,2020-09-04 04:59:08,6.3,-10.8,76.44,84,100,8.39
373,Staroaleyskoye,RU,2020-09-04 04:59:08,51.01,82.0,56.97,69,93,4.54
374,Srednekolymsk,RU,2020-09-04 04:59:09,67.45,153.68,45.03,58,81,6.38
375,Toamasina,MG,2020-09-04 04:59:09,-18.17,49.38,66.2,72,75,11.41
376,Amapa,BR,2020-09-04 04:59:09,1.0,-52.0,72.27,93,12,4.16
377,Ostend,BE,2020-09-04 04:59:09,51.22,2.91,62.01,72,40,12.75
378,Benguela,AO,2020-09-04 04:59:10,-12.58,13.41,69.08,89,63,2.24
379,Filingue,NE,2020-09-04 04:59:10,14.35,3.32,80.91,72,26,10.22
380,Berlevag,NO,2020-09-04 04:59:10,70.86,29.09,57.2,67,46,9.17
381,Marzuq,YE,2020-09-04 04:59:10,14.4,46.47,82.33,26,0,5.23
382,Khawhai,IN,2020-09-04 04:59:11,23.37,93.12,82.36,58,62,2.19
383,Podgorica,ME,2020-09-04 04:59:11,42.44,19.26,69.8,49,40,10.29
384,Kahului,US,2020-09-04 04:59:11,20.89,-156.47,84.2,51,20,19.46
385,Valdez,EC,2020-09-04 04:59:12,1.25,-78.98,73.92,91,100,6.64
386,Mareeba,AU,2020-09-04 04:59:12,-17.0,145.43,80.01,52,20,7.0
387,Vermilion,US,2020-09-04 04:55:24,40.17,-87.75,60.8,72,1,4.7
388,San Cristobal,VE,2020-09-04 04:58:12,7.77,-72.22,66.27,91,98,3.33
389,Gao,ML,2020-09-04 04:59:13,16.64,1.64,82.71,62,21,9.15
390,Pathein,MM,2020-09-04 04:58:04,16.78,94.73,90.61,63,94,2.53
391,College,US,2020-09-04 04:56:53,64.86,-147.8,51.8,81,75,5.82
392,Road Town,VG,2020-09-04 04:56:22,18.42,-64.62,82.99,90,1,1.99
393,Alta Gracia,AR,2020-09-04 04:55:34,-31.65,-64.43,48.99,93,12,8.05
394,Te Anau,NZ,2020-09-04 04:59:14,-45.42,167.72,46.8,88,76,9.19
395,Bonthe,SL,2020-09-04 04:59:14,7.53,-12.51,76.53,84,99,5.86
396,Yulara,AU,2020-09-04 04:59:15,-25.24,130.99,82.4,15,99,14.99
397,Marigot,MF,2020-09-04 04:59:15,18.07,-63.08,82.99,78,20,8.05
398,Zaozerne,UA,2020-09-04 04:59:15,45.16,33.28,77.02,66,100,1.66
399,Burnie,AU,2020-09-04 04:59:15,-41.07,145.92,55.0,71,69,8.99
400,Codrington,AU,2020-09-04 04:59:16,-38.27,141.97,58.57,70,97,15.55
401,Labuhan,ID,2020-09-04 04:59:16,-6.88,112.21,89.47,53,11,6.4
402,Mizan Teferi,ET,2020-09-04 04:59:17,6.98,35.58,62.51,84,99,2.42
403,Acapulco,MX,2020-09-04 04:59:17,16.86,-99.89,81.54,84,76,6.58
404,Banff,CA,2020-09-04 04:59:16,51.18,-115.57,52.54,62,78,3.2
405,Tezpur,IN,2020-09-04 04:59:17,26.63,92.8,88.02,73,100,7.72
406,Okhotsk,RU,2020-09-04 04:59:18,59.38,143.3,59.07,69,100,7.52
407,Arrecife,ES,2020-09-04 04:59:18,28.96,-13.55,69.8,83,21,6.93
408,Phan Thiet,VN,2020-09-04 04:54:51,10.93,108.1,85.87,74,49,6.38
409,Leningradskiy,RU,2020-09-04 04:59:19,69.38,178.42,35.2,87,100,10.4
410,Buzmeyin,TM,2020-09-04 04:59:19,38.05,58.21,82.4,28,0,9.17
411,Saldanha,ZA,2020-09-04 04:59:20,-33.01,17.94,57.2,87,100,4.7
412,Nizwa,OM,2020-09-04 04:57:20,22.93,57.53,92.52,18,40,1.45
413,Kawalu,ID,2020-09-04 04:59:20,-7.38,108.21,86.4,61,91,4.94
414,Quarai,BR,2020-09-04 04:59:20,-30.39,-56.45,47.17,89,74,3.74
415,Lakes Entrance,AU,2020-09-04 04:59:21,-37.88,147.98,63.0,51,100,4.0
416,Daru,PG,2020-09-04 04:59:21,-9.08,143.21,78.3,82,100,17.52
417,Gallup,US,2020-09-04 04:59:21,35.53,-108.74,71.6,17,1,3.36
418,Klaksvik,FO,2020-09-04 04:59:21,62.23,-6.59,50.0,87,50,20.8
419,Shelopugino,RU,2020-09-04 04:59:22,51.65,117.56,63.95,53,100,16.6
420,Sakakah,SA,2020-09-04 04:59:22,29.97,40.21,80.6,12,7,4.7
421,Port Hedland,AU,2020-09-04 04:59:22,-20.32,118.57,86.0,30,4,17.22
422,Morondava,MG,2020-09-04 04:59:23,-20.28,44.28,69.82,63,0,8.75
423,Oxford,GB,2020-09-04 04:59:23,51.75,-1.26,54.0,93,66,5.82
424,Lichuan,CN,2020-09-04 04:59:23,30.3,108.85,72.39,65,54,4.25
425,Bara,NG,2020-09-04 04:59:23,10.37,10.73,72.43,92,84,3.29
426,Samarai,PG,2020-09-04 04:59:24,-10.62,150.67,78.28,81,89,14.65
427,Muncar,ID,2020-09-04 04:59:24,-8.43,114.33,85.71,63,24,8.77
428,Linqiong,CN,2020-09-04 04:59:25,30.42,103.46,82.4,61,20,2.24
429,Carutapera,BR,2020-09-04 04:59:25,-1.2,-46.02,77.36,87,51,7.09
430,Inongo,CD,2020-09-04 04:59:25,-1.95,18.27,69.15,88,66,0.45
431,Arica,CL,2020-09-04 04:57:42,-18.48,-70.3,59.0,75,2,1.99
432,Touros,BR,2020-09-04 04:59:25,-5.2,-35.46,71.6,94,75,3.36
433,Palmer,US,2020-09-04 04:59:26,42.16,-72.33,71.01,93,90,3.11
434,Misratah,LY,2020-09-04 04:59:26,32.38,15.09,78.55,84,6,9.89
435,Madras,IN,2020-09-04 04:59:26,13.09,80.28,87.8,66,75,6.93
436,Hami,CN,2020-09-04 04:59:27,42.8,93.45,90.21,12,100,7.45
437,Buraydah,SA,2020-09-04 04:59:27,26.33,43.98,80.6,44,17,8.05
438,Evensk,RU,2020-09-04 04:59:27,61.95,159.23,54.99,43,76,4.76
439,Broken Hill,AU,2020-09-04 04:59:27,-31.95,141.43,68.0,29,42,18.34
440,Uhlove,UA,2020-09-04 04:59:28,44.82,33.6,74.68,72,100,3.0
441,Prince Rupert,CA,2020-09-04 04:59:28,54.32,-130.32,53.6,100,90,2.24
442,Puerto Del Rosario,ES,2020-09-04 04:59:28,28.5,-13.86,69.8,83,4,6.93
443,Masunga,BW,2020-09-04 04:59:29,-20.62,27.45,51.8,100,0,8.05
444,Santo Angelo,BR,2020-09-04 04:59:29,-28.3,-54.26,46.0,95,2,2.95
445,Kavaratti,IN,2020-09-04 04:59:30,10.57,72.64,82.4,83,75,3.36
446,Bubaque,GW,2020-09-04 04:59:30,11.28,-15.83,79.48,80,100,10.31
447,Polunochnoye,RU,2020-09-04 04:59:30,60.87,60.42,44.33,87,96,3.24
448,San Jeronimo,PE,2020-09-04 04:59:31,-11.95,-75.28,52.56,57,80,1.1
449,Williams Lake,CA,2020-09-04 04:59:31,52.14,-122.14,57.2,82,75,2.24
450,Stromness,GB,2020-09-04 04:59:31,58.97,-3.3,55.4,76,86,18.34
451,Bafq,IR,2020-09-04 04:59:32,31.61,55.41,79.63,15,0,1.57
452,Uige,AO,2020-09-04 04:59:32,-7.61,15.06,68.38,93,92,2.33
453,Hamilton,US,2020-09-04 04:59:32,39.18,-84.53,75.2,78,1,8.05
454,Ajdabiya,LY,2020-09-04 04:59:32,30.76,20.23,77.04,55,0,8.57
455,Thinadhoo,MV,2020-09-04 04:59:33,0.53,72.93,82.83,75,27,16.15
456,Port Antonio,JM,2020-09-04 04:59:33,18.18,-76.46,82.4,78,75,13.87
457,Ciempozuelos,ES,2020-09-04 04:59:34,40.16,-3.62,72.0,55,0,3.36
458,Bani,DO,2020-09-04 04:59:34,18.28,-70.33,79.0,100,84,9.86
459,Mercedes,AR,2020-09-04 04:59:34,-34.65,-59.43,46.99,63,0,4.0
460,Narsaq,GL,2020-09-04 04:59:34,60.92,-46.05,44.6,87,100,4.7
461,Akyab,MM,2020-09-04 04:59:35,20.15,92.9,86.56,71,51,7.83
462,Olovyannaya,RU,2020-09-04 04:59:35,50.95,115.57,67.17,52,100,20.94
463,Yar-Sale,RU,2020-09-04 04:55:36,66.83,70.83,49.35,63,14,18.54
464,Nizhniy Kuranakh,RU,2020-09-04 04:59:35,58.84,125.49,69.67,43,100,6.98
465,Woodstock,CA,2020-09-04 04:59:36,43.13,-80.75,64.4,68,20,6.93
466,Sterling,US,2020-09-04 04:59:36,39.01,-77.43,75.2,94,20,8.12
467,Port Blair,IN,2020-09-04 04:59:37,11.67,92.75,85.95,68,62,3.02
468,Mindelo,CV,2020-09-04 04:59:37,16.89,-24.98,80.6,83,75,19.46
469,Barranca,PE,2020-09-04 04:59:37,-10.75,-77.77,57.06,91,23,5.17
470,Abha,SA,2020-09-04 04:59:38,18.22,42.51,66.2,32,0,3.36
471,Cabo San Lucas,MX,2020-09-04 04:59:38,22.89,-109.91,82.0,75,7,1.01
472,Carauari,BR,2020-09-04 04:59:38,-4.88,-66.9,75.42,81,55,1.52
473,Atasu,KZ,2020-09-04 04:59:39,48.68,71.64,55.74,39,0,16.6
474,Nsanje,MW,2020-09-04 04:59:39,-16.92,35.26,64.89,71,12,4.03
475,Gavle,SE,2020-09-04 04:58:19,60.67,17.14,55.99,97,94,1.99
476,Camacha,PT,2020-09-04 04:59:40,33.08,-16.33,69.8,83,40,6.93
477,Xai-Xai,MZ,2020-09-04 04:59:40,-25.05,33.64,64.65,79,18,1.36
478,Pangai,TO,2020-09-04 04:59:40,-19.8,-174.35,73.4,64,75,11.41
479,Seabra,BR,2020-09-04 04:59:40,-12.42,-41.77,58.66,92,44,5.41
480,Tahoua,NE,2020-09-04 04:59:41,14.89,5.27,78.8,88,67,7.43
481,Bulgan,MN,2020-09-04 04:59:41,48.81,103.53,68.58,51,0,4.41
482,Kananga,CD,2020-09-04 04:59:41,-5.9,22.42,70.97,70,1,1.79
483,Elizabeth City,US,2020-09-04 04:59:42,36.29,-76.25,84.2,89,1,10.29
484,Linjiang,CN,2020-09-04 04:59:43,41.81,126.91,68.4,60,12,14.92
485,Meadow Lake,US,2020-09-04 04:59:43,34.8,-106.54,82.4,21,1,17.22
486,Dauphin,CA,2020-09-04 04:55:21,51.15,-100.05,50.0,71,75,9.17
487,Languyan,PH,2020-09-04 04:59:43,5.26,120.08,84.02,76,54,3.69
488,Bambanglipuro,ID,2020-09-04 04:59:44,-7.95,110.28,86.63,62,73,15.5
489,Sao Jose Da Coroa Grande,BR,2020-09-04 04:59:44,-8.9,-35.15,73.31,87,83,11.27
490,Sabaudia,IT,2020-09-04 04:59:44,41.3,13.03,68.0,87,0,4.74
491,Nouakchott,MR,2020-09-04 04:59:45,18.09,-15.98,80.6,94,40,11.41
492,Aborlan,PH,2020-09-04 04:59:45,9.44,118.55,88.23,59,24,5.32
493,Yuni,PH,2020-09-04 04:59:45,13.42,122.48,89.47,59,83,3.76
494,Aksarka,RU,2020-09-04 04:59:46,66.56,67.8,49.64,61,73,16.26
495,Solnechnyy,RU,2020-09-04 04:59:46,50.72,136.63,77.81,58,38,9.75
496,Trinidad,BO,2020-09-04 04:58:15,-14.83,-64.9,73.92,47,9,4.0
497,Krasnyy Chikoy,RU,2020-09-04 04:59:46,50.36,108.75,68.34,47,0,2.51
498,Siderno,IT,2020-09-04 04:59:47,38.28,16.3,73.99,73,0,5.82
499,Tiznit,MA,2020-09-04 04:59:47,29.58,-9.5,72.32,57,0,0.69
500,Neutraubling,DE,2020-09-04 04:59:47,48.98,12.2,60.8,77,90,3.36
501,Aasiaat,GL,2020-09-04 04:59:48,68.71,-52.87,35.42,80,90,16.46
502,Dawei,MM,2020-09-04 04:59:48,14.08,98.2,89.51,61,36,5.68
503,Sistranda,NO,2020-09-04 04:59:48,63.73,8.83,55.4,87,75,11.41
504,Kamariotissa,GR,2020-09-04 04:59:48,40.48,25.47,75.2,60,14,6.93
505,Khudumelapye,BW,2020-09-04 04:59:49,-23.88,24.75,56.91,66,0,7.16
506,Alice Springs,AU,2020-09-04 04:58:25,-23.7,133.88,82.4,14,90,13.87
507,Coahuayana,MX,2020-09-04 04:59:49,18.73,-103.68,79.56,87,99,0.81
508,Pundaguitan,PH,2020-09-04 04:59:50,6.37,126.17,84.51,69,69,4.74
509,Ust-Kulom,RU,2020-09-04 04:59:50,61.69,53.69,54.45,69,78,5.93
510,Roebourne,AU,2020-09-04 04:59:50,-20.78,117.13,88.39,15,10,9.37
511,Antofagasta,CL,2020-09-04 04:59:50,-23.65,-70.4,55.4,71,90,3.36
512,Sabha,LY,2020-09-04 04:59:51,27.04,14.43,78.94,17,0,10.49
513,Jumla,NP,2020-09-04 04:59:51,29.27,82.18,75.92,43,3,5.53
514,Tautira,PF,2020-09-04 04:55:23,-17.73,-149.15,80.6,65,20,4.7
515,Isla Aguada,MX,2020-09-04 04:59:51,18.78,-91.47,81.23,82,94,13.53
516,Saint Andrews,US,2020-09-04 04:59:52,34.05,-81.13,82.4,74,1,8.05
517,Maxixe,MZ,2020-09-04 04:59:52,-23.86,35.35,64.4,82,20,2.24
518,Brigantine,US,2020-09-04 04:59:52,39.41,-74.36,78.8,88,75,8.05
519,Dolores,AR,2020-09-04 04:59:53,-36.31,-57.68,44.62,94,28,11.36
520,Amahai,ID,2020-09-04 04:59:53,-3.33,128.92,81.27,81,81,10.22
521,Shasta Lake,US,2020-09-04 04:59:53,40.68,-122.37,80.01,55,0,2.48
522,Cotonou,BJ,2020-09-04 04:59:54,6.37,2.42,76.03,88,94,11.36
523,Toba Tek Singh,PK,2020-09-04 04:59:54,30.97,72.48,82.85,71,55,10.04
524,Beausejour,CA,2020-09-04 04:59:54,50.06,-96.52,48.0,99,0,8.03
525,Mananara,MG,2020-09-04 04:59:55,-16.17,49.77,67.44,73,15,7.23
526,Puerto Escondido,MX,2020-09-04 04:59:55,15.85,-97.07,80.11,83,95,6.38
527,Mende,FR,2020-09-04 04:59:55,44.67,3.5,50.65,69,0,1.92
528,Kucura,RS,2020-09-04 04:59:55,45.52,19.58,57.99,100,0,6.93
529,Santander,ES,2020-09-04 04:59:56,43.46,-3.8,63.0,100,0,2.91
530,Ibra,OM,2020-09-04 04:59:56,22.69,58.53,93.42,19,84,2.75
531,Christchurch,NZ,2020-09-04 04:56:14,-43.53,172.63,60.8,44,85,8.05
532,Sinnamary,GF,2020-09-04 04:59:57,5.38,-52.95,78.28,85,0,9.01
533,Harper,LR,2020-09-04 04:57:06,4.38,-7.72,75.47,89,93,10.07
534,Jiayuguan,CN,2020-09-04 04:59:57,39.82,98.3,81.5,14,27,9.17
535,Mkushi,ZM,2020-09-04 04:59:57,-13.62,29.39,55.24,66,0,5.93
536,Virginia Beach,US,2020-09-04 04:59:08,36.85,-75.98,84.0,72,2,1.01
537,San Jose,US,2020-09-04 04:56:11,37.34,-121.89,64.0,77,20,12.75
538,Bokajan,IN,2020-09-04 04:59:58,26.02,93.78,91.4,63,40,3.87
539,Progreso,MX,2020-09-04 04:59:59,21.28,-89.67,77.0,83,75,4.7
540,Bilma,NE,2020-09-04 04:59:59,18.69,12.92,85.42,51,75,4.27
541,Aykhal,RU,2020-09-04 04:59:59,66.0,111.5,51.8,66,75,6.71
542,Scottsbluff,US,2020-09-04 04:59:59,41.87,-103.67,68.0,63,1,7.54
543,Gushikawa,JP,2020-09-04 05:00:01,26.35,127.87,82.4,88,90,12.75
544,Harrismith,ZA,2020-09-04 05:00:02,-28.27,29.13,47.86,85,0,0.74
545,Nadvoitsy,RU,2020-09-04 05:00:03,63.87,34.32,56.34,85,95,11.39
546,Manhush,UA,2020-09-04 05:00:05,47.06,37.31,72.0,100,93,21.99
547,Kilakarai,IN,2020-09-04 05:00:06,9.23,78.78,86.76,65,0,14.05
548,Broome,US,2020-09-04 04:59:14,42.25,-75.83,64.0,93,1,8.05
549,Magdiwang,PH,2020-09-04 05:00:08,12.49,122.51,85.91,69,74,5.12
550,Marsa Matruh,EG,2020-09-04 05:00:09,31.35,27.25,78.8,83,20,5.82
551,Pangody,RU,2020-09-04 05:00:10,65.85,74.49,50.54,65,56,19.6
552,Pucallpa,PE,2020-09-04 05:00:10,-8.38,-74.55,73.27,88,72,1.86
553,Iralaya,HN,2020-09-04 05:00:11,15.0,-83.23,81.45,82,94,4.43
554,Belaya Gora,RU,2020-09-04 05:00:11,68.53,146.42,54.01,42,0,8.46
555,Hegang,CN,2020-09-04 05:00:11,47.4,130.37,71.06,64,4,19.3
556,Kefamenanu,ID,2020-09-04 05:00:12,-9.45,124.48,88.48,39,38,13.8
557,Ilmajoki,FI,2020-09-04 05:00:13,62.73,22.57,57.99,93,20,6.93
558,Jiazi,CN,2020-09-04 05:00:13,22.88,116.07,84.33,77,28,15.75
559,Voh,NC,2020-09-04 05:00:13,-20.97,164.7,73.06,49,3,9.31
560,Visby,SE,2020-09-04 05:00:02,57.64,18.3,60.01,93,40,10.29
561,San Javier,ES,2020-09-04 05:00:13,37.81,-0.84,71.01,83,20,6.93
562,Cantanhede,BR,2020-09-04 05:00:14,-3.63,-44.38,72.9,90,17,4.03
563,Shiraoi,JP,2020-09-04 05:00:14,42.55,141.35,80.01,100,75,12.75
564,San Pedro,PH,2020-09-04 05:00:15,14.35,121.02,91.99,66,45,11.41
565,Conde,BR,2020-09-04 05:00:15,-7.26,-34.91,71.6,100,75,5.82
566,Paracuru,BR,2020-09-04 05:00:16,-3.41,-39.03,78.01,74,38,8.99
567,Soyaux,FR,2020-09-04 05:00:16,45.65,0.2,63.0,87,0,3.36
568,Requena,ES,2020-09-04 05:00:17,39.49,-1.1,55.0,85,0,2.53
569,Antanifotsy,MG,2020-09-04 05:00:17,-19.65,47.32,54.16,54,22,3.29
