City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
366,Sao Filipe,CV,14.9,-24.5,79.18,82,100,11.88,light rain
367,Rabo De Peixe,PT,37.8,-25.58,71.6,78,20,4.7,few clouds
368,Banepa,NP,27.63,85.52,71.6,94,75,3.36,thunderstorm
369,Bontang,ID,0.13,117.5,75.92,91,100,5.17,moderate rain
370,Monywa,MM,22.12,95.13,79.3,86,100,1.14,overcast clouds
371,Sarakhs,IR,36.54,61.16,68.0,30,0,2.24,clear sky
372,Tulagi,SB,-9.1,160.15,71.6,100,40,2.24,scattered clouds
373,Port-Cartier,CA,50.03,-66.87,59.0,67,75,13.87,broken clouds
374,Pajan,EC,-1.57,-80.42,82.44,55,100,7.99,overcast clouds
375,Bardiyah,LY,31.76,25.09,75.34,70,0,8.79,clear sky
376,Dunedin,NZ,-45.87,170.5,53.01,63,0,4.27,clear sky
377,Taber,CA,49.82,-112.15,46.4,61,75,17.22,broken clouds
378,Batemans Bay,AU,-35.72,150.18,46.0,93,4,8.95,clear sky
379,Olafsvik,IS,64.89,-23.71,46.62,73,8,5.46,clear sky
380,Porto Novo,BJ,6.5,2.6,78.8,83,40,14.99,scattered clouds
381,Neryungri,RU,56.67,124.65,43.72,91,1,3.24,clear sky
382,Gribanovskiy,RU,51.46,41.98,55.99,43,97,7.2,overcast clouds
383,Nueve De Julio,AR,-35.44,-60.88,63.0,55,0,4.0,clear sky
384,Mogadishu,SO,2.04,45.34,76.42,77,1,14.63,clear sky
385,Saint-Pierre,RE,-21.34,55.48,69.8,100,90,20.8,light rain
386,Hofn,IS,64.25,-15.21,51.8,53,20,16.11,few clouds
387,Sinnamary,GF,5.38,-52.95,81.86,84,84,10.85,moderate rain
388,Montepuez,MZ,-13.13,39.0,65.8,76,1,7.65,clear sky
389,Port Blair,IN,11.67,92.75,82.0,80,100,6.33,heavy intensity rain
390,San Policarpo,PH,12.18,125.51,82.99,76,33,4.7,scattered clouds
391,Pangnirtung,CA,66.15,-65.71,44.6,60,20,11.41,few clouds
392,Sioux Lookout,CA,50.1,-91.92,48.2,61,40,13.87,light intensity shower rain
393,Ixtapa,MX,20.7,-105.2,86.0,70,75,4.7,broken clouds
394,Maple Creek,CA,49.92,-109.48,50.2,47,89,20.47,overcast clouds
395,Bucerias,MX,20.75,-105.33,86.0,70,75,4.7,broken clouds
396,Sao Joao Da Barra,BR,-21.64,-41.05,82.4,61,0,12.75,clear sky
397,Iralaya,HN,15.0,-83.23,87.8,74,40,8.05,scattered clouds
398,Thinadhoo,MV,0.53,72.93,82.65,77,94,12.48,overcast clouds
399,Palauig,PH,15.44,119.9,81.45,75,92,3.74,overcast clouds
400,Rio Gallegos,AR,-51.62,-69.22,51.8,50,100,9.17,overcast clouds
401,Port Augusta,AU,-32.5,137.77,60.8,72,73,11.41,broken clouds
402,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,74.08,45,8,8.68,clear sky
403,Nanning,CN,22.82,108.32,78.8,88,20,4.47,light rain
404,Lopsmarka,NO,67.31,14.45,55.0,71,75,4.7,light rain
405,Sistranda,NO,63.73,8.83,53.6,87,75,19.46,light intensity drizzle
406,Anse-Bertrand,GP,16.47,-61.51,87.8,66,75,9.17,broken clouds
407,Qobustan,AZ,40.08,49.41,77.0,73,20,13.87,few clouds
408,Haines Junction,CA,60.75,-137.51,51.73,64,100,6.22,overcast clouds
409,Qasigiannguit,GL,68.82,-51.19,39.2,80,75,9.17,shower rain
410,Puerto Padre,CU,21.2,-76.6,87.8,66,75,5.82,broken clouds
411,Lasa,IT,46.62,10.7,57.99,87,40,3.36,scattered clouds
412,Ukiah,US,39.15,-123.21,107.01,17,1,11.23,haze
413,Zhezkazgan,KZ,47.8,67.71,56.7,51,1,6.69,clear sky
414,Koygorodok,RU,60.45,51.0,56.03,89,100,5.48,overcast clouds
415,Sirvintos,LT,55.05,24.95,52.0,81,0,8.05,clear sky
416,Verkhnyaya Inta,RU,65.98,60.31,58.19,74,100,9.57,overcast clouds
417,Marrakesh,MA,31.63,-8.01,93.2,30,0,11.41,clear sky
418,Aktash,RU,50.3,87.73,26.91,96,37,3.06,scattered clouds
419,Lahij,YE,13.17,44.58,86.7,48,88,6.22,overcast clouds
420,Davenda,RU,53.56,119.32,49.6,89,0,2.91,clear sky
421,Kumi,KR,36.11,128.34,73.4,83,1,5.82,clear sky
422,Ranong,TH,9.97,98.63,80.53,83,100,7.7,moderate rain
423,Hokitika,NZ,-42.72,170.97,46.36,68,0,4.99,clear sky
424,Oktyabrskoye,RU,43.06,44.74,66.2,93,13,2.24,few clouds
425,Makakilo City,US,21.35,-158.09,82.4,69,75,5.82,broken clouds
426,Mayo,US,38.89,-76.51,82.4,61,1,5.82,clear sky
427,Hobyo,SO,5.35,48.53,76.3,80,47,25.64,scattered clouds
428,Xuanhua,CN,40.61,115.04,61.3,60,0,5.7,clear sky
429,Cururupu,BR,-1.83,-44.87,83.62,66,34,6.42,scattered clouds
430,Boende,CD,-0.22,20.87,73.26,91,2,0.18,light rain
431,Sur,OM,22.57,59.53,85.44,62,9,12.93,clear sky
432,Mandera,KE,3.94,41.87,81.37,50,62,19.73,broken clouds
433,Igrim,RU,63.19,64.42,50.9,59,99,5.08,overcast clouds
434,Honningsvag,NO,70.98,25.97,48.2,87,75,2.24,broken clouds
435,Phan Thiet,VN,10.93,108.1,78.39,82,62,2.93,broken clouds
436,San Andres,CO,12.58,-81.7,80.6,88,40,9.17,moderate rain
437,Ribas Do Rio Pardo,BR,-20.44,-53.76,100.15,10,62,2.8,broken clouds
438,Tambura,SS,5.6,27.47,69.42,91,100,3.58,overcast clouds
439,Vao,NC,-22.67,167.48,69.12,79,100,25.81,light rain
440,Ponta Delgada,PT,37.73,-25.67,71.6,78,20,4.7,few clouds
441,Honiara,SB,-9.43,159.95,71.6,100,40,2.24,scattered clouds
442,Rassvet,RU,46.83,40.75,68.45,33,0,5.73,clear sky
443,Monroe,US,43.15,-77.68,75.99,60,90,9.17,overcast clouds
444,Trincomalee,LK,8.57,81.23,81.19,79,100,14.43,overcast clouds
445,Smithers,CA,54.78,-127.17,57.2,67,20,5.82,few clouds
446,Chitose,JP,42.82,141.65,73.4,100,75,8.05,mist
447,Guaruja,BR,-23.99,-46.26,73.99,83,75,6.93,mist
448,Gari,RU,59.43,62.35,43.05,74,0,3.78,clear sky
449,Ternovka,RU,51.68,41.64,62.08,37,100,7.56,light rain
450,Harper,LR,4.38,-7.72,76.93,88,55,10.49,broken clouds
451,Taoudenni,ML,22.68,-3.98,102.88,16,98,18.5,overcast clouds
452,Airai,TL,-8.93,125.41,56.28,66,100,3.53,overcast clouds
453,Borba,BR,-4.39,-59.59,101.37,22,20,1.83,few clouds
454,Jingdezhen,CN,29.29,117.21,69.76,87,16,0.78,few clouds
455,Fort Erie,CA,42.9,-78.93,73.99,64,90,21.92,overcast clouds
456,Ulety,RU,51.36,112.48,51.33,84,0,1.32,clear sky
457,Georgiyevka,KZ,43.04,74.71,46.4,75,61,4.47,broken clouds
458,Shelburne,CA,44.08,-80.2,66.99,63,90,10.29,overcast clouds
459,Mehamn,NO,71.04,27.85,46.4,93,75,4.7,broken clouds
460,Iquique,CL,-20.22,-70.14,60.8,67,90,12.75,overcast clouds
461,Salinas,US,36.68,-121.66,102.0,30,1,6.82,haze
462,Ayagoz,KZ,47.97,80.44,49.46,46,99,8.59,overcast clouds
463,Shakiso,ET,5.75,38.92,59.77,77,87,2.21,overcast clouds
464,Santa Fe,AR,-31.63,-60.7,71.01,31,0,7.0,clear sky
465,Dromolaxia,CY,34.88,33.59,84.99,66,0,8.05,clear sky
466,Ambilobe,MG,-13.2,49.05,68.76,81,1,2.24,clear sky
467,Les Cayes,HT,18.2,-73.75,84.0,71,100,4.83,overcast clouds
468,Adrar,MR,20.5,-10.07,99.05,15,0,4.18,clear sky
469,Linhai,CN,28.85,121.12,72.0,65,0,1.34,clear sky
470,Timmins,CA,48.47,-81.33,55.4,54,75,20.8,broken clouds
471,Durban,ZA,-29.86,31.03,66.99,82,40,8.05,scattered clouds
472,Araouane,ML,18.9,-3.53,102.29,16,96,8.59,overcast clouds
473,Birao,CF,10.28,22.79,71.85,93,100,2.59,overcast clouds
474,Ambon,ID,-3.7,128.18,78.01,15,99,9.4,light rain
475,Daur,PK,26.46,68.32,86.0,70,0,9.17,haze
476,Garowe,SO,8.41,48.48,76.82,63,100,20.36,overcast clouds
477,Santa Vitoria,BR,-18.84,-50.12,93.58,16,0,2.75,clear sky
478,Chiredzi,ZW,-21.05,31.67,65.07,44,0,3.74,clear sky
479,Kumba,CM,4.64,9.45,72.12,93,100,3.65,light rain
480,Muroto,JP,33.28,134.15,80.53,79,12,16.28,few clouds
481,Izberbash,RU,42.57,47.86,69.8,88,40,4.47,scattered clouds
482,Havoysund,NO,71.0,24.66,50.0,87,75,2.24,broken clouds
483,Kibala,TD,9.11,18.35,69.75,93,71,2.3,broken clouds
484,Blackwater,AU,-23.58,148.88,58.33,87,0,8.63,clear sky
485,Sakaiminato,JP,35.55,133.23,75.2,78,20,2.24,few clouds
486,Dese,ET,11.13,39.63,54.84,66,6,1.25,clear sky
487,Nanortalik,GL,60.14,-45.24,43.29,75,1,19.77,clear sky
488,Shakhtne,UA,47.98,38.28,68.09,29,0,4.34,clear sky
489,Motygino,RU,58.18,94.76,46.53,93,100,0.47,overcast clouds
490,Three Hills,CA,51.7,-113.27,55.0,46,90,15.32,overcast clouds
491,Necochea,AR,-38.55,-58.74,60.01,44,27,11.01,scattered clouds
492,Svetlogorsk,BY,52.63,29.73,53.08,94,100,9.01,light rain
493,Korla,CN,41.76,86.15,75.99,63,46,4.0,scattered clouds
494,Burlatskoye,RU,45.06,43.63,69.93,62,0,6.42,clear sky
495,Tuy Hoa,VN,13.08,109.3,79.18,82,82,4.16,broken clouds
496,Quatre Cocos,MU,-20.21,57.76,72.0,94,40,10.29,shower rain
497,Nhulunbuy,AU,-12.23,136.77,77.0,83,90,10.29,overcast clouds
498,Puebloviejo,CO,10.99,-74.28,87.8,79,40,4.7,thunderstorm
499,Ramnagar,IN,29.4,79.12,78.01,76,0,3.2,clear sky
500,Berdigestyakh,RU,62.1,126.7,37.06,95,0,4.14,clear sky
501,Sola,VU,-13.88,167.55,79.2,81,100,22.53,overcast clouds
502,Shingu,JP,33.73,135.98,75.54,91,13,4.38,light rain
503,Alofi,NU,-19.06,-169.92,71.6,73,75,13.87,broken clouds
504,Tazovskiy,RU,67.47,78.7,44.87,90,37,7.14,scattered clouds
505,Manavalakurichi,IN,8.13,77.3,80.6,83,40,11.59,haze
506,Tsirguliina,EE,57.86,26.19,54.0,93,100,4.7,light rain
507,Biak,ID,-0.91,122.88,75.78,85,99,5.88,overcast clouds
508,Mount Gambier,AU,-37.83,140.77,62.6,48,90,12.75,light rain
509,Cabedelo,BR,-6.98,-34.83,80.6,65,20,14.99,few clouds
510,Kaoma,ZM,-14.78,24.8,60.51,32,0,4.88,clear sky
511,Salihorsk,BY,52.79,27.54,49.26,95,100,6.06,overcast clouds
512,Copiapo,CL,-27.37,-70.33,60.8,59,0,12.75,clear sky
513,Amahai,ID,-3.33,128.92,75.96,86,99,2.08,overcast clouds
514,Waipawa,NZ,-41.41,175.52,42.01,86,0,4.7,clear sky
515,Praia,CV,14.92,-23.51,80.6,74,75,3.36,broken clouds
516,Ryde,GB,50.73,-1.16,64.0,90,100,4.0,overcast clouds
517,Gustrow,DE,53.8,12.17,57.0,76,75,4.7,broken clouds
518,Okha,RU,53.57,142.95,50.79,95,16,6.42,few clouds
519,Half Moon Bay,US,37.46,-122.43,100.0,68,1,12.75,haze
520,Luderitz,NA,-26.65,15.16,65.14,54,0,2.51,clear sky
521,San Rafael,AR,-34.62,-68.33,68.49,26,24,17.22,few clouds
522,Egvekinot,RU,66.32,-179.17,37.71,75,100,5.19,overcast clouds
523,Basco,PH,20.45,121.97,83.35,70,13,6.2,few clouds
524,Richards Bay,ZA,-28.78,32.04,66.24,80,0,2.75,clear sky
525,Yazoo City,US,32.86,-90.41,91.4,43,1,4.7,clear sky
526,Fort Nelson,CA,58.81,-122.7,55.4,66,75,5.82,broken clouds
527,Erdenet,MN,49.03,104.08,49.69,84,71,3.67,broken clouds
528,Kango,GA,0.19,10.1,75.11,85,100,3.2,overcast clouds
529,Celakovice,CZ,50.16,14.75,57.0,66,0,1.12,clear sky
530,Hambantota,LK,6.12,81.12,80.56,80,95,15.57,overcast clouds
531,Camacha,PT,33.08,-16.33,73.4,78,20,5.82,few clouds
532,Neuquen,AR,-38.95,-68.06,64.4,45,27,3.36,scattered clouds
533,Zelino,MK,41.98,21.06,71.6,73,79,3.76,broken clouds
534,Estacion Coahuila,MX,32.19,-115.0,105.01,42,5,9.17,clear sky
535,Saint-Francois,FR,46.42,3.91,62.01,48,0,4.7,clear sky
536,Marsh Harbour,BS,26.54,-77.06,83.39,72,100,6.29,moderate rain
537,Vicosa,BR,-20.75,-42.88,79.07,42,0,2.89,clear sky
538,Katobu,ID,-4.94,122.53,73.74,92,93,4.59,overcast clouds
539,Kawardha,IN,22.02,81.25,80.15,75,100,2.91,overcast clouds
540,Emerald,AU,-23.53,148.17,59.0,82,0,9.17,clear sky
541,Husavik,IS,66.04,-17.34,44.6,65,75,10.29,broken clouds
542,Edson,CA,53.58,-116.44,46.4,70,40,3.36,scattered clouds
543,Kinsale,IE,51.71,-8.53,62.6,88,75,9.17,broken clouds
544,Akdepe,TM,42.06,59.38,60.8,31,41,9.17,scattered clouds
545,Akcakoca,TR,41.09,31.12,69.6,80,0,3.58,clear sky
546,Hearst,CA,49.68,-83.67,47.57,62,100,18.41,overcast clouds
547,Lukovetskiy,RU,64.3,41.92,51.8,93,40,2.24,scattered clouds
548,Saint Anthony,US,45.02,-93.22,57.2,71,90,6.93,light rain
549,Oktyabrskiy,RU,54.48,53.47,54.25,66,9,2.93,clear sky
550,Sinaloa,MX,25.0,-107.5,90.0,66,100,1.99,moderate rain
551,Weingarten,DE,47.8,9.63,57.2,76,0,2.24,clear sky
552,Ugoofaaru,MV,5.67,73.0,82.53,79,100,16.02,overcast clouds
553,Arlit,NE,18.74,7.39,90.32,35,99,14.43,overcast clouds
554,Riyadh,SA,24.69,46.72,89.6,21,0,3.36,clear sky
555,Mubi,NG,10.27,13.26,72.48,85,0,2.64,clear sky
556,At-Bashi,KG,41.17,75.81,44.85,47,28,0.45,scattered clouds
557,Krasnyy Chikoy,RU,50.36,108.75,48.49,85,0,3.29,clear sky
558,Cap-Chat,CA,49.1,-66.68,69.08,49,99,22.44,overcast clouds
559,Nawa,IN,27.02,75.0,82.22,60,0,8.28,clear sky
560,Nakhon Phanom,TH,17.41,104.78,77.36,92,100,4.27,overcast clouds
561,Ust-Kan,RU,50.93,84.76,35.2,85,100,7.16,overcast clouds
562,Jian,CN,27.12,114.98,70.95,93,46,0.85,scattered clouds
563,Biltine,TD,14.53,20.92,76.01,71,100,10.96,light rain
564,Amboasary,MG,-25.03,46.38,69.8,94,40,11.41,shower rain
565,Inhambane,MZ,-23.86,35.38,64.4,93,20,3.36,few clouds
566,Barga,IT,44.07,10.48,72.0,87,0,6.35,clear sky
567,Ippy,CF,6.27,21.22,70.02,90,94,1.97,overcast clouds
568,Kudahuvadhoo,MV,2.67,72.89,82.85,78,94,12.5,overcast clouds
569,Tsiroanomandidy,MG,-18.77,46.03,65.07,50,46,4.63,scattered clouds
570,Lazaro Cardenas,MX,17.96,-102.2,84.6,72,6,8.77,clear sky
571,Lyubytino,RU,58.81,33.39,53.83,90,100,4.7,light rain
572,Ca Mau,VN,9.18,105.15,79.11,85,59,4.05,broken clouds
573,Grand Gaube,MU,-20.01,57.66,72.0,86,88,5.99,overcast clouds
574,Faya,SA,18.39,42.45,75.2,18,22,5.82,few clouds
575,The Pas,CA,53.83,-101.25,44.6,64,90,16.11,overcast clouds
576,Tombouctou,ML,20.0,-3.0,101.77,16,4,8.25,clear sky
577,Chicama,PE,-7.84,-79.15,72.01,54,8,10.33,clear sky
578,Narrabri,AU,-30.32,149.78,51.8,76,0,1.12,clear sky
579,Hamilton,US,39.18,-84.53,88.0,55,1,13.87,clear sky
580,Rocha,UY,-34.48,-54.33,56.19,73,10,9.55,clear sky
581,Xacmaz,AZ,41.46,48.81,70.86,70,100,3.8,overcast clouds
582,Mugur-Aksy,RU,50.35,90.5,36.12,75,42,5.57,scattered clouds
583,Scarborough,GB,54.28,-0.4,61.0,89,99,1.99,overcast clouds
584,Kefalos,GR,36.75,26.96,77.0,78,0,8.05,clear sky
585,Phangnga,TH,8.45,98.53,80.6,88,40,2.82,scattered clouds
586,Klamath Falls,US,42.22,-121.78,89.01,18,1,8.05,clear sky
587,San Quintin,MX,30.48,-115.95,81.7,54,0,11.45,clear sky
588,Wenling,CN,28.37,121.36,78.01,85,0,6.64,clear sky
589,Mecca,SA,21.43,39.83,89.31,52,31,2.95,scattered clouds
590,Long Beach,US,33.77,-118.19,81.0,88,90,11.41,overcast clouds
591,Fruitville,US,27.33,-82.46,89.6,62,20,11.41,thunderstorm
592,Talnakh,RU,69.49,88.4,46.4,100,10,11.18,clear sky
593,Belaya Gora,RU,68.53,146.42,38.43,77,89,10.04,overcast clouds
594,Gazli,UZ,40.13,63.45,62.01,28,0,16.53,clear sky
595,Aksu,CN,41.12,80.26,65.14,32,0,1.03,clear sky
596,Aginskoye,RU,51.1,114.53,52.41,79,0,3.83,clear sky
597,Darhan,MN,49.49,105.92,54.95,76,73,3.38,broken clouds
598,Estelle,US,29.85,-90.11,91.99,62,75,5.82,broken clouds
599,Tuensang,IN,26.28,94.83,70.43,84,88,1.7,overcast clouds
600,Chingirlau,KZ,51.09,54.08,58.39,43,0,3.87,clear sky
601,Bloomsburg,US,41.0,-76.45,81.0,53,43,1.01,scattered clouds
602,Nome,US,64.5,-165.41,50.0,93,90,8.05,light rain
603,Lafia,NG,8.48,8.52,75.52,94,95,4.29,moderate rain
604,Tigil,RU,57.8,158.67,46.94,94,100,9.64,overcast clouds
605,Kirya,TZ,-3.92,37.48,68.43,69,9,5.88,clear sky
606,Saint-Joseph,RE,-21.37,55.62,69.8,100,90,20.8,mist
607,Surab,PK,28.49,66.26,69.66,23,0,3.71,clear sky
608,La Ronge,CA,55.1,-105.28,39.2,69,90,8.05,overcast clouds
609,Sonoita,MX,31.85,-112.83,99.0,33,0,20.07,clear sky
610,Tarime,TZ,-1.35,34.37,62.19,94,100,4.99,moderate rain
611,Chara,RU,56.91,118.26,49.66,85,0,0.13,clear sky
612,Metro,ID,-5.11,105.31,73.87,91,22,3.71,few clouds
613,Bentiu,SS,9.23,29.83,71.06,96,100,2.28,overcast clouds
614,Camacupa,AO,-12.02,17.48,68.27,25,0,2.26,clear sky
615,Guarapari,BR,-20.67,-40.5,79.0,82,0,17.0,clear sky
616,Itarema,BR,-2.92,-39.92,80.44,68,55,18.3,broken clouds
617,Sisimiut,GL,66.94,-53.67,41.38,68,46,6.44,scattered clouds
618,Madang,PG,-5.22,145.8,77.16,88,41,1.5,scattered clouds
619,Seoul,KR,37.57,126.98,71.6,68,90,18.28,overcast clouds
620,Kattivakkam,IN,13.22,80.32,78.8,83,75,4.7,mist
621,Keffi,NG,8.85,7.87,71.6,94,40,5.82,thunderstorm with light rain
622,Clarence Town,AU,-32.58,151.78,52.0,93,2,4.7,clear sky
623,Fallon,US,39.47,-118.78,93.2,9,1,6.93,clear sky
624,Flin Flon,CA,54.77,-101.86,42.8,70,75,16.11,light rain
625,Strangnas,SE,59.38,17.03,57.2,58,97,9.17,overcast clouds
626,Paka,MY,4.64,103.44,75.2,100,73,6.22,broken clouds
627,Ulaanbaatar,MN,47.91,106.88,48.2,76,0,2.24,clear sky
628,Peniche,PT,39.36,-9.38,75.99,69,75,1.01,broken clouds
629,Terrace,CA,54.52,-128.6,60.8,67,20,16.11,few clouds
630,Gorontalo,ID,0.54,123.06,73.92,88,93,2.04,overcast clouds
631,Say,NE,13.1,2.37,82.4,74,20,3.36,few clouds
632,Asosa,ET,10.07,34.53,60.62,100,70,1.43,light rain
633,Shubarshi,KZ,48.59,57.19,62.15,39,0,7.61,clear sky
634,Ngunguru,NZ,-35.62,174.5,54.3,72,48,11.74,scattered clouds
635,Pa Sang,TH,18.53,98.94,78.8,88,40,2.24,scattered clouds
636,Ternate,ID,0.8,127.4,79.79,79,96,3.89,light rain
637,Goure,NE,13.98,10.27,89.67,41,35,2.55,scattered clouds
638,Moussoro,TD,13.64,16.49,87.06,55,1,5.97,clear sky
639,Kruisfontein,ZA,-34.0,24.73,60.01,88,0,3.0,clear sky
640,Coachella,US,33.68,-116.17,102.99,38,0,1.99,clear sky
641,Aklavik,CA,68.22,-135.01,46.4,75,90,10.29,light intensity shower rain
642,Benguela,AO,-12.58,13.41,73.26,76,69,3.47,broken clouds
643,Craig,US,40.52,-107.55,84.2,9,1,9.17,clear sky
644,Mahanoro,MG,-19.9,48.8,66.87,91,36,6.17,scattered clouds
645,Marzuq,YE,14.4,46.47,78.93,60,6,6.22,clear sky
646,Najran,SA,17.49,44.13,84.2,25,31,5.82,scattered clouds
647,Bauchi,NG,10.5,10.0,74.07,87,100,5.14,moderate rain
648,Chunskiy,RU,56.08,99.63,50.25,96,100,5.55,moderate rain
649,Tono,JP,39.32,141.53,71.89,89,0,2.26,clear sky
650,Chinhoyi,ZW,-17.37,30.2,57.63,46,0,5.19,clear sky
651,Rock Sound,BS,24.9,-76.2,84.09,68,100,4.79,overcast clouds
652,Eskil,TR,38.4,33.41,63.27,52,0,2.35,clear sky
653,Atamanovka,RU,51.93,113.63,42.8,93,0,2.24,clear sky
654,Kumbo,CM,6.2,10.67,58.98,95,94,4.21,light rain
655,Elizabeth City,US,36.29,-76.25,86.0,62,20,13.87,few clouds
656,Lebanon,US,36.21,-86.29,87.8,43,1,4.7,clear sky
657,Marfino,RU,55.7,37.38,68.0,72,92,6.71,overcast clouds
658,Kamaishi,JP,39.27,141.88,76.08,85,0,7.45,clear sky
659,High Level,CA,58.52,-117.14,53.6,71,75,8.05,broken clouds
660,Payson,US,40.04,-111.73,91.99,30,1,5.82,smoke
661,Vila,PT,42.03,-8.16,78.01,56,19,8.05,few clouds
662,Mabaruma,GY,8.2,-59.78,82.56,76,100,2.01,light rain
663,Sawakin,SD,19.11,37.33,91.63,51,0,2.33,clear sky
664,Magadan,RU,59.57,150.8,46.24,86,3,3.98,clear sky
665,Luang Prabang,LA,19.89,102.13,75.42,89,100,1.23,light rain
666,Iqaluit,CA,63.75,-68.51,42.8,75,20,4.7,few clouds
667,Moses Lake,US,47.13,-119.28,78.8,21,1,33.33,smoke
668,Aden,YE,12.78,45.04,87.12,72,0,12.28,clear sky
669,Hjorring,DK,57.46,9.98,57.0,73,100,4.0,overcast clouds
670,Moindou,NC,-21.69,165.68,66.2,82,75,13.87,broken clouds
671,Arvika,SE,59.66,12.59,55.99,71,100,16.11,light rain
672,Isabela,PH,6.71,121.97,79.34,80,99,2.33,moderate rain
673,Senador Jose Porfirio,BR,-2.59,-51.95,90.57,46,100,3.62,overcast clouds
674,Pensacola,US,30.42,-87.22,91.99,62,1,8.05,clear sky
675,Gerstetten,DE,48.63,10.03,54.0,82,0,3.85,clear sky
676,Am Timan,TD,11.03,20.28,72.81,90,76,2.68,broken clouds
677,Teahupoo,PF,-17.83,-149.27,80.01,74,40,8.05,scattered clouds
678,May Pen,JM,17.96,-77.25,87.8,70,20,14.99,few clouds
679,Severo-Yeniseyskiy,RU,60.37,93.04,43.81,87,99,3.27,overcast clouds
680,Ahuimanu,US,21.44,-157.84,82.4,74,40,10.29,light rain
681,Campina Verde,BR,-19.54,-49.49,96.04,14,0,2.86,clear sky
682,Mazyr,BY,52.05,29.25,54.61,91,100,10.04,light rain
683,Khani,GE,41.96,42.96,71.6,94,40,3.36,scattered clouds
684,Yeppoon,AU,-23.13,150.73,62.6,82,87,8.05,light rain
685,Santo Andre,BR,-23.66,-46.54,84.2,57,95,13.87,overcast clouds
686,Sulangan,PH,11.14,123.72,83.95,75,100,6.22,moderate rain
687,Chongwe,ZM,-15.33,28.68,58.19,42,0,4.99,clear sky
688,Reforma,MX,18.1,-91.02,86.94,70,14,5.91,few clouds
689,Mayor Pablo Lagerenza,PY,-19.93,-60.77,81.93,41,100,9.15,overcast clouds
690,Wajima,JP,37.4,136.9,81.43,75,0,12.86,clear sky
691,Port Hedland,AU,-20.32,118.57,68.0,100,0,4.7,clear sky
692,Khowai,IN,24.1,91.63,76.8,96,99,5.5,overcast clouds
693,Mercedes,AR,-34.65,-59.43,66.0,53,0,4.0,clear sky
694,Kautokeino,NO,69.01,23.04,47.01,80,100,13.67,overcast clouds
695,Canberra,AU,-35.28,149.13,46.99,83,42,2.73,scattered clouds
696,Koungou,YT,-12.73,45.2,75.2,73,0,10.29,clear sky
697,Guantanamo,CU,20.14,-75.21,89.6,70,75,14.99,shower rain
698,Godean,ID,-7.77,110.29,73.71,91,68,1.74,broken clouds
699,Brewster,US,41.4,-73.62,77.0,53,1,13.87,clear sky
700,Tubuala,PA,9.52,-79.03,80.01,88,75,5.82,broken clouds
701,Oranjemund,NA,-28.55,16.43,61.65,64,0,1.34,clear sky
702,Toamasina,MG,-18.17,49.38,68.0,88,40,4.7,scattered clouds
703,Corinto,GR,37.94,22.96,78.01,44,0,1.01,clear sky
704,Yulara,AU,-25.24,130.99,62.6,29,0,6.96,clear sky
705,Chibuto,MZ,-24.69,33.53,62.89,70,0,5.55,clear sky
